"","location","year","date","julian","water","air","dmean_1","dmean_2","dmean_3","dmean_4","dmean_5","dmean_6","cair","X.1","X","n_days","expected_days","complete"
"4750","stlouis",2018,2018-07-12,193,23,23.05,19.45,20.8,21.65,25,21.65,18.6,21.4571428571429,45,45,84,84,TRUE
"4751","stlouis",2018,2018-07-13,194,23.4,23.05,23.05,19.45,20.8,21.65,25,21.65,22.0928571428571,45,45,84,84,TRUE
"4752","stlouis",2018,2018-07-14,195,23.8,23.9,23.05,23.05,19.45,20.8,21.65,25,22.4142857142857,45,45,84,84,TRUE
"4753","stlouis",2018,2018-07-15,196,24.3,20.25,23.9,23.05,23.05,19.45,20.8,21.65,21.7357142857143,45,45,84,84,TRUE
"4754","stlouis",2018,2018-07-16,197,23.6,17.5,20.25,23.9,23.05,23.05,19.45,20.8,21.1428571428571,45,45,84,84,TRUE
"4755","stlouis",2018,2018-07-17,198,23.3,17.8,17.5,20.25,23.9,23.05,23.05,19.45,20.7142857142857,45,45,84,84,TRUE
"4756","stlouis",2018,2018-07-18,199,23.5,18.3,17.8,17.5,20.25,23.9,23.05,23.05,20.55,45,45,84,84,TRUE
"4757","stlouis",2018,2018-07-19,200,23.8,19.7,18.3,17.8,17.5,20.25,23.9,23.05,20.0714285714286,45,45,84,84,TRUE
"4758","stlouis",2018,2018-07-20,201,23.6,20.25,19.7,18.3,17.8,17.5,20.25,23.9,19.6714285714286,45,45,84,84,TRUE
"4759","stlouis",2018,2018-07-21,202,23.6,20.85,20.25,19.7,18.3,17.8,17.5,20.25,19.2357142857143,45,45,84,84,TRUE
"4760","stlouis",2018,2018-07-22,203,23.3,18.3,20.85,20.25,19.7,18.3,17.8,17.5,18.9571428571429,45,45,84,84,TRUE
"4761","yellowr",2013,2013-04-02,92,8.3,0,8.05,10,4.2,2.8,0.85,0.55,3.77857142857143,50,50,112,112,TRUE
"4762","yellowr",2013,2013-04-03,93,8,-0.25,0,8.05,10,4.2,2.8,0.85,3.66428571428571,50,50,112,112,TRUE
"4763","yellowr",2013,2013-04-04,94,8.6,0,-0.25,0,8.05,10,4.2,2.8,3.54285714285714,50,50,112,112,TRUE
"4764","yellowr",2013,2013-04-05,95,9.7,5,0,-0.25,0,8.05,10,4.2,3.85714285714286,50,50,112,112,TRUE
"4765","yellowr",2013,2013-04-06,96,10.2,5.25,5,0,-0.25,0,8.05,10,4.00714285714286,50,50,112,112,TRUE
"4766","yellowr",2013,2013-04-07,97,12.4,13.05,5.25,5,0,-0.25,0,8.05,4.44285714285714,50,50,112,112,TRUE
"4767","yellowr",2013,2013-04-08,98,13,11.4,13.05,5.25,5,0,-0.25,0,4.92142857142857,50,50,112,112,TRUE
"4768","yellowr",2013,2013-04-09,99,13.5,14.75,11.4,13.05,5.25,5,0,-0.25,7.02857142857143,50,50,112,112,TRUE
"4769","yellowr",2013,2013-04-10,100,13.2,16.65,14.75,11.4,13.05,5.25,5,0,9.44285714285714,50,50,112,112,TRUE
"4770","yellowr",2013,2013-04-11,101,11.1,9.45,16.65,14.75,11.4,13.05,5.25,5,10.7928571428571,50,50,112,112,TRUE
"4771","yellowr",2013,2013-04-12,102,8.6,5.55,9.45,16.65,14.75,11.4,13.05,5.25,10.8714285714286,50,50,112,112,TRUE
"4772","yellowr",2013,2013-04-13,103,6.9,4.45,5.55,9.45,16.65,14.75,11.4,13.05,10.7571428571429,50,50,112,112,TRUE
"4773","yellowr",2013,2013-04-14,104,7.4,3.35,4.45,5.55,9.45,16.65,14.75,11.4,9.37142857142857,50,50,112,112,TRUE
"4774","yellowr",2013,2013-04-15,105,9.4,10.8,3.35,4.45,5.55,9.45,16.65,14.75,9.28571428571428,50,50,112,112,TRUE
"4775","yellowr",2013,2013-04-16,106,10.6,11.95,10.8,3.35,4.45,5.55,9.45,16.65,8.88571428571429,50,50,112,112,TRUE
"4776","yellowr",2013,2013-04-17,107,10.3,8.35,11.95,10.8,3.35,4.45,5.55,9.45,7.7,50,50,112,112,TRUE
"4777","yellowr",2013,2013-04-18,108,10.4,10,8.35,11.95,10.8,3.35,4.45,5.55,7.77857142857143,50,50,112,112,TRUE
"4778","yellowr",2013,2013-04-19,109,9.7,12.2,10,8.35,11.95,10.8,3.35,4.45,8.72857142857143,50,50,112,112,TRUE
"4779","yellowr",2013,2013-04-20,110,8.4,1.35,12.2,10,8.35,11.95,10.8,3.35,8.28571428571428,50,50,112,112,TRUE
"4780","yellowr",2013,2013-04-21,111,8.2,1.95,1.35,12.2,10,8.35,11.95,10.8,8.08571428571429,50,50,112,112,TRUE
"4781","yellowr",2013,2013-04-22,112,9,3.3,1.95,1.35,12.2,10,8.35,11.95,7.01428571428571,50,50,112,112,TRUE
"4782","yellowr",2013,2013-04-23,113,10.6,9.75,3.3,1.95,1.35,12.2,10,8.35,6.7,50,50,112,112,TRUE
"4783","yellowr",2013,2013-04-24,114,10.1,10.8,9.75,3.3,1.95,1.35,12.2,10,7.05,50,50,112,112,TRUE
"4784","yellowr",2013,2013-04-25,115,9.2,4.7,10.8,9.75,3.3,1.95,1.35,12.2,6.29285714285714,50,50,112,112,TRUE
"4785","yellowr",2013,2013-04-26,116,9.4,5.25,4.7,10.8,9.75,3.3,1.95,1.35,5.3,50,50,112,112,TRUE
"4786","yellowr",2013,2013-04-27,117,11.3,10.3,5.25,4.7,10.8,9.75,3.3,1.95,6.57857142857143,50,50,112,112,TRUE
"4787","yellowr",2013,2013-04-28,118,12.7,11.95,10.3,5.25,4.7,10.8,9.75,3.3,8.00714285714286,50,50,112,112,TRUE
"4788","yellowr",2013,2013-04-29,119,13.3,11.9,11.95,10.3,5.25,4.7,10.8,9.75,9.23571428571429,50,50,112,112,TRUE
"4789","yellowr",2013,2013-04-30,120,14.7,15.85,11.9,11.95,10.3,5.25,4.7,10.8,10.1071428571429,50,50,112,112,TRUE
"4790","yellowr",2013,2013-05-01,121,16.9,20,15.85,11.9,11.95,10.3,5.25,4.7,11.4214285714286,50,50,112,112,TRUE
"4791","yellowr",2013,2013-05-02,122,17.9,21.1,20,15.85,11.9,11.95,10.3,5.25,13.7642857142857,50,50,112,112,TRUE
"4792","yellowr",2013,2013-05-03,123,16.6,17.2,21.1,20,15.85,11.9,11.95,10.3,15.4714285714286,50,50,112,112,TRUE
"4793","yellowr",2013,2013-05-04,124,16.6,15.85,17.2,21.1,20,15.85,11.9,11.95,16.2642857142857,50,50,112,112,TRUE
"4794","yellowr",2013,2013-05-05,125,16.4,16.95,15.85,17.2,21.1,20,15.85,11.9,16.9785714285714,50,50,112,112,TRUE
"4795","yellowr",2013,2013-05-06,126,16.5,16.4,16.95,15.85,17.2,21.1,20,15.85,17.6214285714286,50,50,112,112,TRUE
"4796","yellowr",2013,2013-05-07,127,16.5,17.5,16.4,16.95,15.85,17.2,21.1,20,17.8571428571429,50,50,112,112,TRUE
"4797","yellowr",2013,2013-05-08,128,17.3,17.75,17.5,16.4,16.95,15.85,17.2,21.1,17.5357142857143,50,50,112,112,TRUE
"4798","yellowr",2013,2013-05-09,129,16.9,18.3,17.75,17.5,16.4,16.95,15.85,17.2,17.1357142857143,50,50,112,112,TRUE
"4799","yellowr",2013,2013-05-10,130,16.3,17.8,18.3,17.75,17.5,16.4,16.95,15.85,17.2214285714286,50,50,112,112,TRUE
"4800","yellowr",2013,2013-05-11,131,14.4,11.7,17.8,18.3,17.75,17.5,16.4,16.95,16.6285714285714,50,50,112,112,TRUE
"4801","yellowr",2013,2013-05-12,132,13,8.6,11.7,17.8,18.3,17.75,17.5,16.4,15.4357142857143,50,50,112,112,TRUE
"4802","yellowr",2013,2013-05-13,133,13.1,6.65,8.6,11.7,17.8,18.3,17.75,17.5,14.0428571428571,50,50,112,112,TRUE
"4803","yellowr",2013,2013-05-14,134,15,7.75,6.65,8.6,11.7,17.8,18.3,17.75,12.65,50,50,112,112,TRUE
"4804","yellowr",2013,2013-05-15,135,17.7,20.85,7.75,6.65,8.6,11.7,17.8,18.3,13.0928571428571,50,50,112,112,TRUE
"4805","yellowr",2013,2013-05-16,136,18.5,19.7,20.85,7.75,6.65,8.6,11.7,17.8,13.2928571428571,50,50,112,112,TRUE
"4806","yellowr",2013,2013-05-17,137,18.4,19.75,19.7,20.85,7.75,6.65,8.6,11.7,13.5714285714286,50,50,112,112,TRUE
"4807","yellowr",2013,2013-05-18,138,18.8,20.85,19.75,19.7,20.85,7.75,6.65,8.6,14.8785714285714,50,50,112,112,TRUE
"4808","yellowr",2013,2013-05-19,139,20,20.55,20.85,19.75,19.7,20.85,7.75,6.65,16.5857142857143,50,50,112,112,TRUE
"4809","yellowr",2013,2013-05-20,140,20.9,25.85,20.55,20.85,19.75,19.7,20.85,7.75,19.3285714285714,50,50,112,112,TRUE
"4810","yellowr",2013,2013-05-21,141,21.2,24.45,25.85,20.55,20.85,19.75,19.7,20.85,21.7142857142857,50,50,112,112,TRUE
"4811","yellowr",2013,2013-05-22,142,20.7,23.05,24.45,25.85,20.55,20.85,19.75,19.7,22.0285714285714,50,50,112,112,TRUE
"4812","yellowr",2013,2013-05-23,143,17.9,20,23.05,24.45,25.85,20.55,20.85,19.75,22.0714285714286,50,50,112,112,TRUE
"4813","yellowr",2013,2013-05-24,144,15.7,8.3,20,23.05,24.45,25.85,20.55,20.85,20.4357142857143,50,50,112,112,TRUE
"4814","yellowr",2013,2013-05-25,145,14.5,8.9,8.3,20,23.05,24.45,25.85,20.55,18.7285714285714,50,50,112,112,TRUE
"4815","yellowr",2013,2013-05-26,146,14.5,10.55,8.9,8.3,20,23.05,24.45,25.85,17.3,50,50,112,112,TRUE
"4816","yellowr",2013,2013-05-27,147,14.7,15.8,10.55,8.9,8.3,20,23.05,24.45,15.8642857142857,50,50,112,112,TRUE
"4817","yellowr",2013,2013-05-28,148,16.1,14.15,15.8,10.55,8.9,8.3,20,23.05,14.3928571428571,50,50,112,112,TRUE
"4818","yellowr",2013,2013-05-29,149,18,21.95,14.15,15.8,10.55,8.9,8.3,20,14.2357142857143,50,50,112,112,TRUE
"4819","yellowr",2013,2013-05-30,150,19.7,24.45,21.95,14.15,15.8,10.55,8.9,8.3,14.8714285714286,50,50,112,112,TRUE
"4820","yellowr",2013,2013-05-31,151,20.2,24.45,24.45,21.95,14.15,15.8,10.55,8.9,17.1785714285714,50,50,112,112,TRUE
"4821","yellowr",2013,2013-06-01,152,19.7,21.4,24.45,24.45,21.95,14.15,15.8,10.55,18.9642857142857,50,50,112,112,TRUE
"4822","yellowr",2013,2013-06-02,153,18.7,19.7,21.4,24.45,24.45,21.95,14.15,15.8,20.2714285714286,50,50,112,112,TRUE
"4823","yellowr",2013,2013-06-03,154,17,17.25,19.7,21.4,24.45,24.45,21.95,14.15,20.4785714285714,50,50,112,112,TRUE
"4824","yellowr",2013,2013-06-04,155,17,12.2,17.25,19.7,21.4,24.45,24.45,21.95,20.2,50,50,112,112,TRUE
"4825","yellowr",2013,2013-06-05,156,17.8,16.7,12.2,17.25,19.7,21.4,24.45,24.45,19.45,50,50,112,112,TRUE
"4826","yellowr",2013,2013-06-06,157,18.1,18.3,16.7,12.2,17.25,19.7,21.4,24.45,18.5714285714286,50,50,112,112,TRUE
"4827","yellowr",2013,2013-06-07,158,18.2,16.15,18.3,16.7,12.2,17.25,19.7,21.4,17.3857142857143,50,50,112,112,TRUE
"4828","yellowr",2013,2013-06-08,159,18.2,16.95,16.15,18.3,16.7,12.2,17.25,19.7,16.75,50,50,112,112,TRUE
"4829","yellowr",2013,2013-06-09,160,18.7,17.8,16.95,16.15,18.3,16.7,12.2,17.25,16.4785714285714,50,50,112,112,TRUE
"4830","yellowr",2013,2013-06-10,161,19.4,20.55,17.8,16.95,16.15,18.3,16.7,12.2,16.95,50,50,112,112,TRUE
"4831","yellowr",2013,2013-06-11,162,19.9,21.1,20.55,17.8,16.95,16.15,18.3,16.7,18.2214285714286,50,50,112,112,TRUE
"4832","yellowr",2013,2013-06-12,163,20,22.8,21.1,20.55,17.8,16.95,16.15,18.3,19.0928571428571,50,50,112,112,TRUE
"4833","yellowr",2013,2013-06-13,164,20.4,23.35,22.8,21.1,20.55,17.8,16.95,16.15,19.8142857142857,50,50,112,112,TRUE
"4834","yellowr",2013,2013-06-14,165,19.8,16.95,23.35,22.8,21.1,20.55,17.8,16.95,19.9285714285714,50,50,112,112,TRUE
"4835","yellowr",2013,2013-06-15,166,19.4,18.65,16.95,23.35,22.8,21.1,20.55,17.8,20.1714285714286,50,50,112,112,TRUE
"4836","yellowr",2013,2013-06-16,167,19.8,20,18.65,16.95,23.35,22.8,21.1,20.55,20.4857142857143,50,50,112,112,TRUE
"4837","yellowr",2013,2013-06-17,168,20.4,23.3,20,18.65,16.95,23.35,22.8,21.1,20.8785714285714,50,50,112,112,TRUE
"4838","yellowr",2013,2013-06-18,169,21,23.1,23.3,20,18.65,16.95,23.35,22.8,21.1642857142857,50,50,112,112,TRUE
"4839","yellowr",2013,2013-06-19,170,20.6,18.3,23.1,23.3,20,18.65,16.95,23.35,20.5214285714286,50,50,112,112,TRUE
"4840","yellowr",2013,2013-06-20,171,20,19.7,18.3,23.1,23.3,20,18.65,16.95,20,50,50,112,112,TRUE
"4841","yellowr",2013,2013-06-21,172,20.3,22.2,19.7,18.3,23.1,23.3,20,18.65,20.75,50,50,112,112,TRUE
"4842","yellowr",2013,2013-06-22,173,20.5,23.9,22.2,19.7,18.3,23.1,23.3,20,21.5,50,50,112,112,TRUE
"4843","yellowr",2013,2013-06-23,174,21.5,24.2,23.9,22.2,19.7,18.3,23.1,23.3,22.1,50,50,112,112,TRUE
"4844","yellowr",2013,2013-06-24,175,21.7,25.55,24.2,23.9,22.2,19.7,18.3,23.1,22.4214285714286,50,50,112,112,TRUE
"4845","yellowr",2013,2013-06-25,176,21.9,23.85,25.55,24.2,23.9,22.2,19.7,18.3,22.5285714285714,50,50,112,112,TRUE
"4846","yellowr",2013,2013-06-26,177,21.6,25.85,23.85,25.55,24.2,23.9,22.2,19.7,23.6071428571429,50,50,112,112,TRUE
"4847","yellowr",2013,2013-06-27,178,21.5,22.5,25.85,23.85,25.55,24.2,23.9,22.2,24.0071428571429,50,50,112,112,TRUE
"4848","yellowr",2013,2013-06-28,179,22.2,24.45,22.5,25.85,23.85,25.55,24.2,23.9,24.3285714285714,50,50,112,112,TRUE
"4849","yellowr",2013,2013-06-29,180,21.6,21.1,24.45,22.5,25.85,23.85,25.55,24.2,23.9285714285714,50,50,112,112,TRUE
"4850","yellowr",2013,2013-06-30,181,20.7,20.25,21.1,24.45,22.5,25.85,23.85,25.55,23.3642857142857,50,50,112,112,TRUE
"4851","yellowr",2013,2013-07-01,182,19.7,20,20.25,21.1,24.45,22.5,25.85,23.85,22.5714285714286,50,50,112,112,TRUE
"4852","yellowr",2013,2013-07-02,183,18.7,19.15,20,20.25,21.1,24.45,22.5,25.85,21.9,50,50,112,112,TRUE
"4853","yellowr",2013,2013-07-03,184,18.6,18.35,19.15,20,20.25,21.1,24.45,22.5,20.8285714285714,50,50,112,112,TRUE
"4854","yellowr",2013,2013-07-04,185,19,19.7,18.35,19.15,20,20.25,21.1,24.45,20.4285714285714,50,50,112,112,TRUE
"4855","yellowr",2013,2013-07-05,186,20.1,22.2,19.7,18.35,19.15,20,20.25,21.1,20.1071428571429,50,50,112,112,TRUE
"4856","yellowr",2013,2013-07-06,187,20.3,21.1,22.2,19.7,18.35,19.15,20,20.25,20.1071428571429,50,50,112,112,TRUE
"4857","yellowr",2013,2013-07-07,188,20.7,23.05,21.1,22.2,19.7,18.35,19.15,20,20.5071428571429,50,50,112,112,TRUE
"4858","yellowr",2013,2013-07-08,189,20.8,23.6,23.05,21.1,22.2,19.7,18.35,19.15,21.0214285714286,50,50,112,112,TRUE
"4859","yellowr",2013,2013-07-09,190,21.1,24.7,23.6,23.05,21.1,22.2,19.7,18.35,21.8142857142857,50,50,112,112,TRUE
"4860","yellowr",2013,2013-07-10,191,21.1,25.55,24.7,23.6,23.05,21.1,22.2,19.7,22.8428571428571,50,50,112,112,TRUE
"4861","yellowr",2013,2013-07-11,192,20.5,22.2,25.55,24.7,23.6,23.05,21.1,22.2,23.2,50,50,112,112,TRUE
"4862","yellowr",2013,2013-07-12,193,20.7,19.45,22.2,25.55,24.7,23.6,23.05,21.1,22.8071428571429,50,50,112,112,TRUE
"4863","yellowr",2013,2013-07-13,194,21,20.25,19.45,22.2,25.55,24.7,23.6,23.05,22.6857142857143,50,50,112,112,TRUE
"4864","yellowr",2013,2013-07-14,195,22,20.25,20.25,19.45,22.2,25.55,24.7,23.6,22.2857142857143,50,50,112,112,TRUE
"4865","yellowr",2013,2013-07-15,196,23.1,23.9,20.25,20.25,19.45,22.2,25.55,24.7,22.3285714285714,50,50,112,112,TRUE
"4866","yellowr",2013,2013-07-16,197,23.9,24.45,23.9,20.25,20.25,19.45,22.2,25.55,22.2928571428571,50,50,112,112,TRUE
"4867","yellowr",2013,2013-07-17,198,24.4,25.55,24.45,23.9,20.25,20.25,19.45,22.2,22.2928571428571,50,50,112,112,TRUE
"4868","yellowr",2013,2013-07-18,199,24.8,25.8,25.55,24.45,23.9,20.25,20.25,19.45,22.8071428571429,50,50,112,112,TRUE
"4869","yellowr",2013,2013-07-19,200,25.3,26.4,25.8,25.55,24.45,23.9,20.25,20.25,23.8,50,50,112,112,TRUE
"4870","yellowr",2013,2013-07-20,201,25.4,27.5,26.4,25.8,25.55,24.45,23.9,20.25,24.8357142857143,50,50,112,112,TRUE
"4871","yellowr",2013,2013-07-21,202,24.3,22.2,27.5,26.4,25.8,25.55,24.45,23.9,25.1142857142857,50,50,112,112,TRUE
"4872","yellowr",2013,2013-07-22,203,23.7,22.2,22.2,27.5,26.4,25.8,25.55,24.45,24.8714285714286,50,50,112,112,TRUE
"4873","yellowr",2015,2015-04-02,92,10.6,11.95,5.85,7.8,1.4,-3.9,-6.4,1.4,2.58571428571429,49,49,112,112,TRUE
"4874","yellowr",2015,2015-04-03,93,10,10,11.95,5.85,7.8,1.4,-3.9,-6.4,3.81428571428571,49,49,112,112,TRUE
"4875","yellowr",2015,2015-04-04,94,9.4,4.45,10,11.95,5.85,7.8,1.4,-3.9,5.36428571428571,49,49,112,112,TRUE
"4876","yellowr",2015,2015-04-05,95,10.4,5,4.45,10,11.95,5.85,7.8,1.4,6.63571428571429,49,49,112,112,TRUE
"4877","yellowr",2015,2015-04-06,96,11,11.4,5,4.45,10,11.95,5.85,7.8,8.06428571428571,49,49,112,112,TRUE
"4878","yellowr",2015,2015-04-07,97,11.5,10.25,11.4,5,4.45,10,11.95,5.85,8.41428571428571,49,49,112,112,TRUE
"4879","yellowr",2015,2015-04-08,98,11.8,8.35,10.25,11.4,5,4.45,10,11.95,8.77142857142857,49,49,112,112,TRUE
"4880","yellowr",2015,2015-04-09,99,13.4,11.65,8.35,10.25,11.4,5,4.45,10,8.72857142857143,49,49,112,112,TRUE
"4881","yellowr",2015,2015-04-10,100,13.5,15.55,11.65,8.35,10.25,11.4,5,4.45,9.52142857142857,49,49,112,112,TRUE
"4882","yellowr",2015,2015-04-11,101,12.9,9.7,15.55,11.65,8.35,10.25,11.4,5,10.2714285714286,49,49,112,112,TRUE
"4883","yellowr",2015,2015-04-12,102,13.1,9.15,9.7,15.55,11.65,8.35,10.25,11.4,10.8642857142857,49,49,112,112,TRUE
"4884","yellowr",2015,2015-04-13,103,13.6,11.95,9.15,9.7,15.55,11.65,8.35,10.25,10.9428571428571,49,49,112,112,TRUE
"4885","yellowr",2015,2015-04-14,104,13.2,12.5,11.95,9.15,9.7,15.55,11.65,8.35,11.2642857142857,49,49,112,112,TRUE
"4886","yellowr",2015,2015-04-15,105,13.5,11.65,12.5,11.95,9.15,9.7,15.55,11.65,11.7357142857143,49,49,112,112,TRUE
"4887","yellowr",2015,2015-04-16,106,13.9,12.8,11.65,12.5,11.95,9.15,9.7,15.55,11.9,49,49,112,112,TRUE
"4888","yellowr",2015,2015-04-17,107,14.9,12.8,12.8,11.65,12.5,11.95,9.15,9.7,11.5071428571429,49,49,112,112,TRUE
"4889","yellowr",2015,2015-04-18,108,15.9,15.3,12.8,12.8,11.65,12.5,11.95,9.15,12.3071428571429,49,49,112,112,TRUE
"4890","yellowr",2015,2015-04-19,109,14.8,18.05,15.3,12.8,12.8,11.65,12.5,11.95,13.5785714285714,49,49,112,112,TRUE
"4891","yellowr",2015,2015-04-20,110,13.2,14.7,18.05,15.3,12.8,12.8,11.65,12.5,13.9714285714286,49,49,112,112,TRUE
"4892","yellowr",2015,2015-04-21,111,11.3,8.35,14.7,18.05,15.3,12.8,12.8,11.65,13.3785714285714,49,49,112,112,TRUE
"4893","yellowr",2015,2015-04-22,112,9.3,6.95,8.35,14.7,18.05,15.3,12.8,12.8,12.7071428571429,49,49,112,112,TRUE
"4894","yellowr",2015,2015-04-23,113,9.3,2.5,6.95,8.35,14.7,18.05,15.3,12.8,11.2357142857143,49,49,112,112,TRUE
"4895","yellowr",2015,2015-04-24,114,10.4,3.9,2.5,6.95,8.35,14.7,18.05,15.3,9.96428571428571,49,49,112,112,TRUE
"4896","yellowr",2015,2015-04-25,115,10.5,7.75,3.9,2.5,6.95,8.35,14.7,18.05,8.88571428571429,49,49,112,112,TRUE
"4897","yellowr",2015,2015-04-26,116,10.9,4.15,7.75,3.9,2.5,6.95,8.35,14.7,6.9,49,49,112,112,TRUE
"4898","yellowr",2015,2015-04-27,117,11.8,6.95,4.15,7.75,3.9,2.5,6.95,8.35,5.79285714285714,49,49,112,112,TRUE
"4899","yellowr",2015,2015-04-28,118,12.5,6.1,6.95,4.15,7.75,3.9,2.5,6.95,5.47142857142857,49,49,112,112,TRUE
"4900","yellowr",2015,2015-04-29,119,13.3,8.6,6.1,6.95,4.15,7.75,3.9,2.5,5.70714285714286,49,49,112,112,TRUE
"4901","yellowr",2015,2015-04-30,120,13.2,9.45,8.6,6.1,6.95,4.15,7.75,3.9,6.7,49,49,112,112,TRUE
"4902","yellowr",2015,2015-05-01,121,13.8,6.95,9.45,8.6,6.1,6.95,4.15,7.75,7.13571428571429,49,49,112,112,TRUE
"4903","yellowr",2015,2015-05-02,122,15.6,10.85,6.95,9.45,8.6,6.1,6.95,4.15,7.57857142857143,49,49,112,112,TRUE
"4904","yellowr",2015,2015-05-03,123,16.7,16.1,10.85,6.95,9.45,8.6,6.1,6.95,9.28571428571429,49,49,112,112,TRUE
"4905","yellowr",2015,2015-05-04,124,17.1,18.3,16.1,10.85,6.95,9.45,8.6,6.1,10.9071428571429,49,49,112,112,TRUE
"4906","yellowr",2015,2015-05-05,125,17.7,18.3,18.3,16.1,10.85,6.95,9.45,8.6,12.65,49,49,112,112,TRUE
"4907","yellowr",2015,2015-05-06,126,18.6,17.75,18.3,18.3,16.1,10.85,6.95,9.45,13.9571428571429,49,49,112,112,TRUE
"4908","yellowr",2015,2015-05-07,127,19.3,20,17.75,18.3,18.3,16.1,10.85,6.95,15.4642857142857,49,49,112,112,TRUE
"4909","yellowr",2015,2015-05-08,128,19.4,22.25,20,17.75,18.3,18.3,16.1,10.85,17.65,49,49,112,112,TRUE
"4910","yellowr",2015,2015-05-09,129,19.4,23.05,22.25,20,17.75,18.3,18.3,16.1,19.3928571428571,49,49,112,112,TRUE
"4911","yellowr",2015,2015-05-10,130,18.6,18.3,23.05,22.25,20,17.75,18.3,18.3,19.7071428571429,49,49,112,112,TRUE
"4912","yellowr",2015,2015-05-11,131,18,20.55,18.3,23.05,22.25,20,17.75,18.3,20.0285714285714,49,49,112,112,TRUE
"4913","yellowr",2015,2015-05-12,132,15.7,15.3,20.55,18.3,23.05,22.25,20,17.75,19.6,49,49,112,112,TRUE
"4914","yellowr",2015,2015-05-13,133,14.5,8.6,15.3,20.55,18.3,23.05,22.25,20,18.2928571428571,49,49,112,112,TRUE
"4915","yellowr",2015,2015-05-14,134,13.9,10.25,8.6,15.3,20.55,18.3,23.05,22.25,16.9,49,49,112,112,TRUE
"4916","yellowr",2015,2015-05-15,135,15.6,11.65,10.25,8.6,15.3,20.55,18.3,23.05,15.3857142857143,49,49,112,112,TRUE
"4917","yellowr",2015,2015-05-16,136,17,20.55,11.65,10.25,8.6,15.3,20.55,18.3,15.0285714285714,49,49,112,112,TRUE
"4918","yellowr",2015,2015-05-17,137,18,22.5,20.55,11.65,10.25,8.6,15.3,20.55,15.6285714285714,49,49,112,112,TRUE
"4919","yellowr",2015,2015-05-18,138,19.5,21.65,22.5,20.55,11.65,10.25,8.6,15.3,15.7857142857143,49,49,112,112,TRUE
"4920","yellowr",2015,2015-05-19,139,16.7,18.05,21.65,22.5,20.55,11.65,10.25,8.6,16.1785714285714,49,49,112,112,TRUE
"4921","yellowr",2015,2015-05-20,140,13.7,6.4,18.05,21.65,22.5,20.55,11.65,10.25,15.8642857142857,49,49,112,112,TRUE
"4922","yellowr",2015,2015-05-21,141,13.4,7.2,6.4,18.05,21.65,22.5,20.55,11.65,15.4285714285714,49,49,112,112,TRUE
"4923","yellowr",2015,2015-05-22,142,14.8,11.95,7.2,6.4,18.05,21.65,22.5,20.55,15.4714285714286,49,49,112,112,TRUE
"4924","yellowr",2015,2015-05-23,143,16.4,14.7,11.95,7.2,6.4,18.05,21.65,22.5,14.6357142857143,49,49,112,112,TRUE
"4925","yellowr",2015,2015-05-24,144,17.2,16.95,14.7,11.95,7.2,6.4,18.05,21.65,13.8428571428571,49,49,112,112,TRUE
"4926","yellowr",2015,2015-05-25,145,18.8,21.1,16.95,14.7,11.95,7.2,6.4,18.05,13.7642857142857,49,49,112,112,TRUE
"4927","yellowr",2015,2015-05-26,146,19.2,23.35,21.1,16.95,14.7,11.95,7.2,6.4,14.5214285714286,49,49,112,112,TRUE
"4928","yellowr",2015,2015-05-27,147,19.2,22.75,23.35,21.1,16.95,14.7,11.95,7.2,16.8571428571429,49,49,112,112,TRUE
"4929","yellowr",2015,2015-05-28,148,19.7,18.65,22.75,23.35,21.1,16.95,14.7,11.95,18.4928571428571,49,49,112,112,TRUE
"4930","yellowr",2015,2015-05-29,149,20.8,19.45,18.65,22.75,23.35,21.1,16.95,14.7,19.5642857142857,49,49,112,112,TRUE
"4931","yellowr",2015,2015-05-30,150,20.2,22.75,19.45,18.65,22.75,23.35,21.1,16.95,20.7142857142857,49,49,112,112,TRUE
"4932","yellowr",2015,2015-05-31,151,17.5,17.2,22.75,19.45,18.65,22.75,23.35,21.1,20.75,49,49,112,112,TRUE
"4933","yellowr",2015,2015-06-01,152,16.1,11.4,17.2,22.75,19.45,18.65,22.75,23.35,19.3642857142857,49,49,112,112,TRUE
"4934","yellowr",2015,2015-06-02,153,15.6,12.75,11.4,17.2,22.75,19.45,18.65,22.75,17.85,49,49,112,112,TRUE
"4935","yellowr",2015,2015-06-03,154,16.7,14.2,12.75,11.4,17.2,22.75,19.45,18.65,16.6285714285714,49,49,112,112,TRUE
"4936","yellowr",2015,2015-06-04,155,17.9,16.4,14.2,12.75,11.4,17.2,22.75,19.45,16.3071428571429,49,49,112,112,TRUE
"4937","yellowr",2015,2015-06-05,156,19.3,19.45,16.4,14.2,12.75,11.4,17.2,22.75,16.3071428571429,49,49,112,112,TRUE
"4938","yellowr",2015,2015-06-06,157,19.5,20.55,19.45,16.4,14.2,12.75,11.4,17.2,15.9928571428571,49,49,112,112,TRUE
"4939","yellowr",2015,2015-06-07,158,18.8,18.9,20.55,19.45,16.4,14.2,12.75,11.4,16.2357142857143,49,49,112,112,TRUE
"4940","yellowr",2015,2015-06-08,159,18.9,19.45,18.9,20.55,19.45,16.4,14.2,12.75,17.3857142857143,49,49,112,112,TRUE
"4941","yellowr",2015,2015-06-09,160,18.3,20.55,19.45,18.9,20.55,19.45,16.4,14.2,18.5,49,49,112,112,TRUE
